""	"id"	"mass"	"RT"	"XS.2015_08_7_013_R1_15_TECHREP1_ESIN01"	"XS.2015_08_7_014_R3_15_TECHREP1_ESIN01"	"XS.2015_08_7_020_R4_15_TECHREP1_ESIN01"	"XS.2015_08_7_037_R2_15_TECHREP1_ESIN01"	"XS.2015_08_7_049_R4_15_TECHREP2_ESIN01"	"XS.2015_08_7_051_R1_15_TECHREP2_ESIN01"	"XS.2015_08_7_060_R3_15_TECHREP2_ESIN01"	"XS.2015_08_7_061_R2_15_TECHREP2_ESIN01"	"XS.2015_08_7_015_R2_20_TECHREP1_ESIN01"	"XS.2015_08_7_017_R3_20_TECHREP1_ESIN01"	"XS.2015_08_7_027_R1_20_TECHREP1_ESIN01"	"XS.2015_08_7_034_R4_20_TECHREP1_ESIN01"	"XS.2015_08_7_040_R3_20_TECHREP2_ESIN01"	"XS.2015_08_7_041_R2_20_TECHREP2_ESIN01"	"XS.2015_08_7_062_R4_20_TECHREP2_ESIN01"	"XS.2015_08_7_065_R1_20_TECHREP2_ESIN01"	"XS.2015_08_7_010_R1_25_TECHREP1_ESIN01"	"XS.2015_08_7_023_R2_25_TECHREP1_ESIN01"	"XS.2015_08_7_033_R3_25_TECHREP1_ESIN01"	"XS.2015_08_7_035_R4_25_TECHREP1_ESIN01"	"XS.2015_08_7_042_R4_25_TECHREP2_ESIN01"	"XS.2015_08_7_044_R1_25_TECHREP2_ESIN01"	"XS.2015_08_7_055_R3_25_TECHREP2_ESIN01"	"XS.2015_08_7_056_R2_25_TECHREP2_ESIN01"	"XS.2015_08_7_026_R4_30_TECHREP1_ESIN01"	"XS.2015_08_7_030_R3_30_TECHREP1_ESIN01"	"XS.2015_08_7_031_R1_30_TECHREP1_ESIN01"	"XS.2015_08_7_032_R2_30_TECHREP1_ESIN01"	"XS.2015_08_7_046_R4_30_TECHREP2_ESIN01"	"XS.2015_08_7_047_R2_30_TECHREP2_ESIN01"	"XS.2015_08_7_063_R1_30_TECHREP2_ESIN01"	"XS.2015_08_7_067_R3_30_TECHREP2_ESIN01"	"XS.2015_08_7_009_R4_35_TECHREP1_ESIN01"	"XS.2015_08_7_019_R1_35_TECHREP1_ESIN01"	"XS.2015_08_7_021_R2_35_TECHREP1_ESIN01"	"XS.2015_08_7_025_R3_35_TECHREP1_ESIN01"	"XS.2015_08_7_039_R3_35_TECHREP2_ESIN01"	"XS.2015_08_7_050_R4_35_TECHREP2_ESIN01"	"XS.2015_08_7_052_R1_35_TECHREP2_ESIN01"	"XS.2015_08_7_066_R2_35_TECHREP2_ESIN01"	"XS.2015_08_7_012_R4_NC_TECHREP1_ESIN01"	"XS.2015_08_7_016_R2_NC_TECHREP1_ESIN01"	"XS.2015_08_7_022_R3_NC_TECHREP1_ESIN01"	"XS.2015_08_7_029_R1_NC_TECHREP1_ESIN01"	"XS.2015_08_7_043_R1_NC_TECHREP2_ESIN01"	"XS.2015_08_7_054_R2_NC_TECHREP2_ESIN01"	"XS.2015_08_7_057_R3_NC_TECHREP2_ESIN01"	"XS.2015_08_7_064_R4_NC_TECHREP2_ESIN01"	"XS.2015_08_7_018_QC06_ESIN01"	"XS.2015_08_7_028_QC07_ESIN01"	"XS.2015_08_7_038_QC08_ESIN01"	"XS.2015_08_7_048_QC09_ESIN01"	"XS.2015_08_7_058_QC10_ESIN01"	"XS.2015_08_7_068_QC11_ESIN01"	"XS.2015_08_7_069_QC_DILUTION_1.2_ESIN01"	"XS.2015_08_7_070_QC_DILUTION_1.4_ESIN01"	"XS.2015_08_7_071_QC_DILUTION_1.8_ESIN01"	"dilcorr"
"36"	142	829.482837082825	969.288242273163	90	75	112.250854492188	54	60	139.25439453125	67	51.6255187988281	367	567.271484375	324.423095703125	896.619140625	664.32958984375	331.58056640625	657	209.4375	7183.84375	2714.59765625	12975.0234375	7934.6015625	7280.015625	3819.091796875	9828.328125	1919.1875	16824.3125	18204.3125	25582.03125	14041.6875	12492.7265625	12122.7734375	17473.84375	12446.1796875	64658.6875	29029.78125	59999.03125	54142.0625	42405.34375	31473	19551.90625	32740.234375	84.0476684570312	65	260.8544921875	95.7617797851562	66	71	64.1307983398438	95	11557.4296875	9932.2109375	8663.09375	7553.36328125	6684.36328125	6301.859375	3252	1550.8046875	502.716552734375	-0.991631109273087
"37"	145	532.138431177123	500.834769265694	584.8349609375	615.7802734375	510.33642578125	386	240.833740234375	347.625732421875	382.538818359375	292.016845703125	503.38232421875	684.4599609375	368.573974609375	433	361.94970703125	394.794677734375	271.08642578125	300.50390625	3644.4921875	499.408935546875	992.25927734375	882.96728515625	676.201171875	988.20068359375	850.98486328125	287.408935546875	7380.93359375	7167.671875	14803.78125	2460.576171875	4139.5859375	2259.26953125	11564.5	7066.23828125	63607.25	8971.8359375	27995.46875	54606.1875	44719.1875	17715.75	3422.625	12425.09375	652.29931640625	695.5751953125	595.67529296875	324.750732421875	311	296.3837890625	268.919189453125	294.583984375	8901.7578125	3177.583984375	3131.19921875	2532.818359375	2606.33203125	2823.189453125	1343.96484375	869.11328125	292.802734375	-0.985821817518728
"38"	150	528.210370962477	561.570035164816	490	565.48388671875	383.983642578125	122	173	93	170.884033203125	83	1702.0703125	3193	1272.533203125	1379.8232421875	1149.4501953125	597.49462890625	900.25732421875	433.42919921875	11460.1015625	3903.35546875	4113.2265625	3325.279296875	3439.744140625	2537.294921875	1527.8349609375	1224.9931640625	11021.34375	7077.67578125	6247.26171875	4182.30078125	7076.83203125	3225.091796875	3239.142578125	4213.69140625	61162.875	23869.09375	22648.640625	14240.8828125	10372.2421875	9779.8125	4132.80078125	4088.291015625	83	103.633056640625	76	101.665893554688	74	100.852722167969	59	86.0951538085938	9084.3984375	3676.447265625	3132.984375	1884.8349609375	1318.65625	1765.5029296875	974.5224609375	460.468994140625	227.03271484375	-0.998921515452965
"39"	151	578.166553440593	478.359417296292	96.0469970703125	115.054138183594	98.299560546875	81	84	70	82	100.3837890625	210.857299804688	289.85205078125	144	147.604736328125	128	139.155517578125	125	121	1528.962890625	314	1833.423828125	1476.0166015625	777.36865234375	1326.57421875	1828.05859375	516	9183.2421875	13469.734375	27846.34375	4408.9609375	8288.2265625	4121.734375	19313.21875	9045.7734375	32591.140625	4411.109375	17258.78125	60913.78125	55681.5	29054.4375	4913.6796875	16855.921875	94	76	91	82	84	69	76	70	4089.595703125	5353.33984375	4147.9375	4739.69140625	4720.75	3590.689453125	1706.51953125	525.4736328125	323	-0.988879494106256
"40"	156	718.417313235971	595.53171900699	46	60	60	68	63	42	43	57	466.302490234375	407.282470703125	147.18115234375	745.6513671875	361.38330078125	376.526123046875	748.58349609375	181.643188476562	2517.740234375	1192.1376953125	1323.0625	4771.51171875	4544.265625	1315.337890625	918.8818359375	911	18288.34375	3206.373046875	7681.0234375	3887.904296875	12265.1953125	3288.9609375	5396.00390625	2549.8359375	86799.8125	11409.2578125	9830.203125	8508.34375	5568.90234375	46422.9375	6719.1953125	5540.3515625	57	61	45	45	41	42	39	43	5202.1640625	4374.0625	3444.015625	3125.37890625	2664.353515625	2635.845703125	1273.9521484375	467.573974609375	237.596923828125	-0.997250377094535
"41"	158	861.424590302078	973.355987013432	79	107.577026367188	74	54.617919921875	64	99	48	52	182	299.8974609375	187	461.224365234375	384.699951171875	141.307495117188	425.015380859375	134.277587890625	3122.310546875	1179.13671875	5843.22265625	4183.44921875	3381.7421875	1831.0810546875	4734.87109375	932.32080078125	8911.9296875	9330.984375	14295.1484375	6560.46484375	6395.3515625	5931.140625	11291.21875	6758.0234375	51097.6875	16232.75	58360.4375	49769.1875	41057.53125	25473.828125	10640.03125	33425.84375	92.0521850585938	86.6102294921875	84.7738647460938	60	79	63	60.0000305175781	65	5906.9375	4848.35546875	4017.125	4209.44140625	3811.96875	3232.3046875	1632.3251953125	550.8125	297	-0.994304171196516
"42"	159	1524.00674552547	974.67014888295	105.037109375	113	85	68	73	61	64	65.8618774414062	69	80	59	78	77	60	77.6925048828125	88	295.74169921875	92	1046.734375	386.067626953125	555.81591796875	124.460266113281	1105.015625	115	2385.841796875	2850.537109375	7869.71484375	1388.580078125	1592.1015625	1428.001953125	5332.29296875	2178.33203125	43155.78125	7900.015625	58169.125	57308.5	46783.59375	25795.25	5457.19921875	35816.3125	75	69.7391357421875	70	68.1342163085938	87	71	62.9718627929688	66	917.07421875	710.9072265625	701.69677734375	527.62841796875	566.6181640625	435.627685546875	195.876098632812	69	64	-0.958464865266182
"43"	161	609.175408763239	386.142757482696	268.273681640625	295.9404296875	468	467.55224609375	500.3134765625	343	371.29931640625	282.645751953125	2316.369140625	3969.087890625	2926.1875	4875.00390625	4209.60546875	2896.89453125	3441.71484375	2082	14612.5234375	11587.609375	30468.953125	11608	8887.7421875	13366.7578125	23205.03125	9765.1484375	23379.828125	40870.4375	41395.21875	33867.90625	18222.109375	25834.65625	26529.3125	23538.890625	28906.625	21878.71875	38443.09375	57623.9375	45462	26985.640625	22882.375	30710.328125	123	142	85	51	128	45	58	43.8805236816406	9073.1015625	14703.421875	10831.1796875	9980.921875	10573.765625	8029.02734375	3100.8828125	1408.94140625	612.75390625	-0.999219805446865
"44"	163	563.173236797478	394.965212637918	703.7470703125	778.77392578125	590	260	252	211	214.943481445312	212.403930664062	5956.3359375	8250.859375	1813.9736328125	2514.443359375	3115.29296875	2160.048828125	1902.548828125	1351.3896484375	30642.078125	13452.390625	16266.84375	6140.97265625	5937.48828125	7866.3828125	10755.9296875	4501.234375	15641.609375	21376.546875	21798.9375	17033.171875	10706.0546875	13109.7421875	15173.359375	18157.890625	53073.78125	39419	56792.09375	48244.15625	33331.0625	13063.15625	11693.75	21038.09375	61	55	63	62	45	74	51	63	19550.1875	8128.2734375	7429.25	5196.3671875	4750.86328125	6543.7265625	2773.232421875	1240.0126953125	506.68310546875	-0.999810163859497
"45"	164	751.285245342011	539.418886954324	937.30078125	1949.1640625	1534.232421875	658	994.849609375	517	1054.033203125	539.4248046875	7748.9296875	14934.71875	3586.134765625	9883	9060.390625	4551.6484375	7384.7421875	2665.3125	19495.84375	11396.2421875	37226.0625	14980.9921875	13774.5703125	9541.3828125	27278.765625	6978.734375	21835.3125	42633.21875	40992.9375	20589.171875	15136.765625	15697.0546875	26814.84375	30647.234375	44151.65625	26506.203125	11852.78125	56275.375	40673.34375	20147.703125	14750.09375	5599.27734375	99	101.853393554688	46	63	62	69.0868530273438	48	47	15500.5390625	11556.3671875	10344.140625	8282.25	8022.0390625	6883.78125	3548.02734375	1453.6708984375	633.994140625	-0.998268918898633
"46"	169	716.410379679524	598.917404442503	105	300.48046875	419	181	344.21484375	175	218	133.053833007812	5389.234375	4897.68359375	1357.453125	11437.8046875	3109.05078125	4407.93359375	8571.734375	1180.3828125	31832.984375	16612.109375	20735.625	63163.15625	61692.59375	16070.3125	16341.3203125	9877.0078125	186394.625	46365.34375	100953.375	54365.40625	137316.25	42908.84375	72622	32611.4375	818621.5	130320.8125	119861.9375	108257.6875	80597.3125	448002	81363.625	67926.6875	51	42	47	60	69	40	38	63	70697.8125	58262.4375	49649.3125	43806.875	38436.46875	36267.9375	14855.3828125	7152.79296875	2178.185546875	-0.995136508308508
"47"	170	733.47627571687	911.890490080181	52	50	50.6396789550781	46	55	80	42	55	124.359375	223.830810546875	105.424255371094	304.25146484375	217.087158203125	79	357	153.150756835938	1978.7431640625	581.04833984375	2509.74609375	1838.4130859375	1434.5263671875	1007.54345703125	2832.107421875	524.14111328125	5714.34375	8598.2578125	8520.171875	3180.759765625	4263.2109375	2904.234375	7760.42578125	6472.82421875	47899.8125	12741.2265625	44694.4375	53700.375	45836.90625	28933.71875	9754.6640625	29305.59375	56	55	76.9813232421875	61	61	46	48	49	5154.38671875	4232.91796875	3638.11328125	4371.640625	4131.57421875	3554.064453125	1822.4736328125	857.25146484375	326.29052734375	-0.996352780780049
"48"	172	563.173691566104	393.664844178317	703.7470703125	778.77392578125	590	260	252	211	214.943481445312	212.403930664062	5956.3359375	8250.859375	1813.9736328125	2514.443359375	3115.29296875	2160.048828125	1902.548828125	1351.3896484375	30642.078125	13452.390625	16266.84375	6140.97265625	5937.48828125	7866.3828125	10755.9296875	4501.234375	15641.609375	21376.546875	21798.9375	17033.171875	10706.0546875	13109.7421875	15173.359375	18157.890625	53073.78125	39419	56792.09375	48244.15625	33331.0625	13063.15625	11693.75	21038.09375	61	53	63	62	45	74	45	63	19550.1875	8128.2734375	7429.25	5196.3671875	4750.86328125	6543.7265625	2773.232421875	1240.0126953125	506.68310546875	-0.999810163859497
"49"	174	700.323869798174	527.73246042352	66	183.026733398438	141.966064453125	98.0985717773438	158.933837890625	52	119.244445800781	101	1184.708984375	2609.708984375	472	600	1633.3076171875	851.2373046875	428.01708984375	300.14990234375	4450.265625	7079.27734375	5743.78515625	3535.701171875	2945.02734375	2429.439453125	4401.59375	4138.35546875	20274.734375	11714.765625	4283.40234375	7562.73046875	13199.3046875	6797.09375	3159.85546875	8154.6171875	52844.75	13599.7734375	11610.0625	13344.34375	10790.1875	24654.75	8348.5	5824.37109375	45	45	45	44	41	48.9883117675781	37	50	5231.87890625	4596.0234375	3663.9921875	3317.546875	2824.2890625	2841.56640625	1120.3837890625	545.9619140625	248.640625	-0.998590798638474
"50"	177	880.216434269714	556.768651058799	66	209.78076171875	149.670166015625	92.5324096679688	212	49	85.5223999023438	110	2643.0703125	3709.974609375	1126.28125	1505.689453125	2850.98828125	2045.7265625	1482.6318359375	1061.7978515625	12310.1015625	9914.0390625	18491.125	7360.7265625	6812.42578125	6823.3203125	15887.7421875	6042.9296875	19714.9375	32068.296875	23545.28125	20913.265625	15429.0546875	18379.78125	17039.046875	26180.0625	50947.3125	21131.09375	7691.27734375	47371.21875	38813.6875	23935.765625	13171.4765625	4224.5234375	47	47	51	46	57	42	41	45	6944.42578125	6417.33203125	4856.359375	4471.25	4764.26953125	4413.4375	1350.0234375	723.95947265625	295.579833984375	-0.992786303975394
"51"	180	593.167197631858	533.536985163103	906.23779296875	931.6904296875	622.74072265625	268	270.56103515625	215.5810546875	193.505859375	171.478271484375	781.78173828125	750	430.18212890625	265.93017578125	281.766357421875	269.973876953125	177	159.945922851562	1160.599609375	522.8681640625	1754.86328125	666.36181640625	605.84375	608.50634765625	1337.34375	204.76318359375	7201.6171875	11227.2734375	14420.4765625	3121.29296875	5391.88671875	2190.244140625	7652.56640625	5223.2109375	17928.15625	2205.875	13185.90625	50599.96875	32539.921875	14077.1640625	1939.1708984375	7173.02734375	891.52734375	892.52978515625	724.146484375	332.80810546875	244.810546875	164.539672851562	222.623413085938	193.739013671875	2656.13671875	3659.85546875	2463.263671875	2060.72265625	2365.626953125	1773	1114.8369140625	449.07958984375	167.561157226562	-0.988461849283559
"52"	190	504.065838600891	366.760772169682	1194.1640625	440.189453125	2360.279296875	87	588.9765625	314.246337890625	139	66	265.426513671875	5386.0703125	8733.6796875	879.06201171875	1579.0537109375	113	801	5698.37109375	38524.3125	1169.892578125	824.1787109375	1956.62890625	1659.2275390625	9304.5390625	681.01513671875	381.54638671875	1840.4931640625	1646.5078125	7163.80859375	219	1338.7783203125	182	4644.9453125	1262.451171875	8279.84375	47783.5625	468	1223.0517578125	1174.5625	1344.68359375	12890.0078125	194.472045898438	63	43	51	47	46	39	40	48	5406.73828125	2503.169921875	1901.39453125	1378.35546875	1327.345703125	1578.8134765625	912.80322265625	444.481689453125	208	-0.997404491617236
"53"	194	609.168663620612	521.188016121848	78.2039184570312	56	70	55	71	65	67	52	69	85	58.8788757324219	107	106	54	111.610290527344	51	1859.255859375	275.506591796875	2086.548828125	834.23974609375	939.98974609375	800.98583984375	1256.111328125	167.161254882812	8919.015625	12236	14703.2421875	3925.869140625	6538.6328125	2919.5703125	9414.65625	6913.45703125	31313.921875	4686.015625	21656.796875	46932.4375	26646.84375	12741.40625	2410.408203125	8954.546875	111	56	57.1866760253906	49	59	62	67	69	6131.90625	4025.4296875	3826.283203125	2825.755859375	2844.90234375	2584.328125	1390.353515625	628.90380859375	289.528076171875	-0.99854588757046
"54"	197	574.216395839222	562.959331311678	492.277587890625	527.9814453125	428.37646484375	187.418579101562	296.648681640625	316	276.76416015625	225.839599609375	1409.4853515625	2414.876953125	2168.193359375	3223.140625	1626.1357421875	1026.724609375	1761.8876953125	756.29248046875	7791.01171875	5709.578125	10728.7265625	7824.77734375	6713.1953125	6479.640625	4742.99609375	2445.724609375	22719.21875	18868.671875	15779.5859375	10341.5234375	16893.40625	8613.4453125	7545.40234375	7596.70703125	46017.09375	18405.984375	19714.046875	23293.953125	21075.6875	27680.34375	11451.6484375	9206.1953125	231.812866210938	259	166.1962890625	224.1591796875	134	160	194	99.3435668945312	6744.32421875	8152.11328125	6693.0234375	3689.443359375	4207.4375	3321.83203125	1646.482421875	540.8623046875	393.29248046875	-0.981163976107144
"55"	201	547.17245099532	525.574462355229	87	82.3457641601562	89	59.1662902832031	58	70	55	71	84	88	60	68	85	60	56	64	1932.4931640625	227	852.1240234375	503.856201171875	429	584.64501953125	599	120	5082.01171875	6132.71875	8025.16015625	1780.9140625	2996.328125	1312	4874.2109375	4439.609375	34334.3125	4165.93359375	21312.171875	44689.8125	24421.890625	6811.45703125	1008.83984375	5293.75390625	100	61	120	73.935791015625	72	48	58	53	5417.08984375	2274.244140625	1658.1572265625	969.19384765625	1372.767578125	1403.1044921875	1063.712890625	404.333251953125	117	-0.96769528948366
"56"	210	254.150248182392	560.611325983416	6961	3366.03125	10381.5390625	3013.587890625	4126.3671875	2236.947265625	1168.02734375	1427.890625	9076.453125	3570.8671875	5943.91015625	7139.4375	1897.2255859375	5007.65625	4583.80859375	3176.18359375	36602.8125	8240.0234375	5570.53515625	10637.59375	9408.0546875	13430.203125	3419.8359375	3190.818359375	15259.390625	8134.42578125	25230.71875	10510.9375	9396.0703125	8156.3515625	12267.6171875	3363.2578125	43509.28125	23606.40625	19171.109375	16260.5234375	12384.8984375	11854.9296875	10539.40625	6830.515625	11014.7890625	6759.02734375	3225.42578125	5206.2578125	3943.56640625	2063.369140625	1346.4814453125	2578.037109375	10247.2890625	8267.515625	5596.8515625	3949.314453125	3982.14453125	3260.00390625	1282.4755859375	798.0166015625	483.017822265625	-0.985200480591125
"57"	211	594.155521474335	351.921778628701	415.817138671875	459.46826171875	385	385.059326171875	390.878662109375	341.7822265625	460.392822265625	373.406494140625	4554.76953125	4065.09765625	4860.94140625	5939.4921875	4037.755859375	4524.1875	3500.185546875	2620.078125	26011.125	13938.59375	32406.921875	14023.0390625	11305.921875	21503.375	21135.53125	12688.5	26887.921875	45425.84375	58509.5625	43190.25	19829.5625	34595.40625	34809.03125	22807.703125	37025.6875	34872.5	53636	70830.0625	55898.6875	27580.21875	33610.78125	36549.25	71	72	67	55	45	47	43	45	13939.9453125	17847.265625	13760.4296875	12165.640625	11406.6796875	9279.7421875	3375.341796875	1336.6298828125	639	-0.997611967001781
"58"	223	450.260483159545	646.162177905702	114.340148925781	438.64892578125	378.31201171875	222.075439453125	259.612060546875	118	217.915771484375	170.8984375	1426.6064453125	1366.01953125	221.087280273438	1455.021484375	881.8037109375	857.51611328125	816.18896484375	216.937866210938	2767.044921875	2207.513671875	3780.400390625	835.7392578125	1004.29345703125	1277.208984375	2371.072265625	1384.4873046875	3012.802734375	9484.3515625	6640.2734375	8945.484375	2228.66796875	5984.84765625	4623.140625	6301.84765625	22916.96875	6778.234375	27359.171875	40308.25	29533.703125	10108.9609375	3458.173828125	12363.8203125	69	82	67	47	56.6130065917969	56	49	54	4890.859375	4210.09765625	3028.41015625	2931.546875	2756.16015625	2341.451171875	1112.3369140625	568.734375	351.046875	-0.995634292647955
"59"	231	882.212602510235	557.782477663274	55	130	171	129	143.3857421875	76	105	75	2351.185546875	2769.814453125	908.74365234375	1154.6806640625	2096.080078125	1557.029296875	1280.6669921875	1192.00390625	9457.8359375	7821.02734375	14673.1015625	6007.3046875	5279.54296875	5134.56640625	12292.34375	5233.1484375	15122.890625	25585.15625	18012.75	16288.1015625	11817.84375	14786.2265625	13031.9140625	19880.359375	39347.03125	15084.3515625	5888.5625	36510.09375	30073.03125	18426.6875	9911.8359375	3253.5234375	47	48	47	49	43	33	38	40	4902.58984375	5084.54296875	4001.44921875	3396.58203125	3374.798828125	3689.5078125	1001.43994140625	505.59033203125	286.914306640625	-0.979315468747086
"60"	235	674.145578330874	560.617124323259	390.0087890625	267.599853515625	457.38427734375	169.590576171875	260	207	223.637451171875	155.033447265625	1216.56640625	2439.24609375	1729.203125	3009.54296875	1534.4580078125	976.0419921875	1856.0009765625	835.767578125	7959.7734375	4549.609375	7927.359375	6627.7734375	4911.98046875	5364.7109375	4743.28515625	2815.59375	17119.96875	14515.015625	11397.71875	8018.33203125	13262.5625	6935.38671875	7201.83203125	7347.8125	38516.125	17812.15625	18247.53125	18050.5625	17569.359375	20750.953125	10823.0390625	10542.1328125	57	48	49	52	60	41	49	46	6445.72265625	6706.80859375	4695.25	3973.900390625	4181.203125	4304.734375	1550.435546875	802.03173828125	288	-0.996582735930747
"61"	238	698.397182840919	603.476244474712	39	58	64.5839233398438	46.1363525390625	48	47	57	49	258.760498046875	201	85	415.111083984375	231	136	325.25634765625	68	682.1318359375	486.723876953125	592.8818359375	1613.251953125	1769.98828125	479.0244140625	502.920654296875	358	5818.21875	1389.134765625	3213.748046875	1511.837890625	4095.44140625	1202.5068359375	1969.046875	898.865234375	38432.21875	4289.5703125	3603.81640625	2860.41015625	2380.3203125	18135.203125	2306.86328125	1960.8505859375	41	40	43	39	39	44	41	39	2122.2734375	1827.8544921875	1300.0009765625	1199.455078125	978.64208984375	1036.27734375	588.74755859375	209.266235351562	123.101867675781	-0.991474023892039
"62"	239	678.072890655546	487.540649414062	123.094421386719	98	118	144.3642578125	124	94	105	94	84.0282592773438	102	99	123.395568847656	115.079040527344	120	115.803344726562	76	2233.091796875	264.395263671875	1938.4521484375	1012.88525390625	950.62451171875	1455.353515625	1761.5029296875	401.79296875	10042	10130.953125	20855.390625	4518.68359375	8019.64453125	4541.55078125	16713.796875	10587.828125	36095.25	6954.36328125	17931.40625	38396.21875	36338.4375	22050.546875	5063.7734375	15344.3203125	93.9607543945312	113.867797851562	126.216979980469	119	103.01416015625	100	70.7315673828125	77	5781.37890625	4713.33984375	4202.78125	4643.55859375	4727.9296875	4405	2326.6875	1022.3583984375	397.449462890625	-0.996356115550385
