""	"id"	"mass"	"RT"	"XS.2015_08_7_013_R1_15_TECHREP1_ESIN01"	"XS.2015_08_7_014_R3_15_TECHREP1_ESIN01"	"XS.2015_08_7_020_R4_15_TECHREP1_ESIN01"	"XS.2015_08_7_037_R2_15_TECHREP1_ESIN01"	"XS.2015_08_7_049_R4_15_TECHREP2_ESIN01"	"XS.2015_08_7_051_R1_15_TECHREP2_ESIN01"	"XS.2015_08_7_060_R3_15_TECHREP2_ESIN01"	"XS.2015_08_7_061_R2_15_TECHREP2_ESIN01"	"XS.2015_08_7_015_R2_20_TECHREP1_ESIN01"	"XS.2015_08_7_017_R3_20_TECHREP1_ESIN01"	"XS.2015_08_7_027_R1_20_TECHREP1_ESIN01"	"XS.2015_08_7_034_R4_20_TECHREP1_ESIN01"	"XS.2015_08_7_040_R3_20_TECHREP2_ESIN01"	"XS.2015_08_7_041_R2_20_TECHREP2_ESIN01"	"XS.2015_08_7_062_R4_20_TECHREP2_ESIN01"	"XS.2015_08_7_065_R1_20_TECHREP2_ESIN01"	"XS.2015_08_7_010_R1_25_TECHREP1_ESIN01"	"XS.2015_08_7_023_R2_25_TECHREP1_ESIN01"	"XS.2015_08_7_033_R3_25_TECHREP1_ESIN01"	"XS.2015_08_7_035_R4_25_TECHREP1_ESIN01"	"XS.2015_08_7_042_R4_25_TECHREP2_ESIN01"	"XS.2015_08_7_044_R1_25_TECHREP2_ESIN01"	"XS.2015_08_7_055_R3_25_TECHREP2_ESIN01"	"XS.2015_08_7_056_R2_25_TECHREP2_ESIN01"	"XS.2015_08_7_026_R4_30_TECHREP1_ESIN01"	"XS.2015_08_7_030_R3_30_TECHREP1_ESIN01"	"XS.2015_08_7_031_R1_30_TECHREP1_ESIN01"	"XS.2015_08_7_032_R2_30_TECHREP1_ESIN01"	"XS.2015_08_7_046_R4_30_TECHREP2_ESIN01"	"XS.2015_08_7_047_R2_30_TECHREP2_ESIN01"	"XS.2015_08_7_063_R1_30_TECHREP2_ESIN01"	"XS.2015_08_7_067_R3_30_TECHREP2_ESIN01"	"XS.2015_08_7_009_R4_35_TECHREP1_ESIN01"	"XS.2015_08_7_019_R1_35_TECHREP1_ESIN01"	"XS.2015_08_7_021_R2_35_TECHREP1_ESIN01"	"XS.2015_08_7_025_R3_35_TECHREP1_ESIN01"	"XS.2015_08_7_039_R3_35_TECHREP2_ESIN01"	"XS.2015_08_7_050_R4_35_TECHREP2_ESIN01"	"XS.2015_08_7_052_R1_35_TECHREP2_ESIN01"	"XS.2015_08_7_066_R2_35_TECHREP2_ESIN01"	"XS.2015_08_7_012_R4_NC_TECHREP1_ESIN01"	"XS.2015_08_7_016_R2_NC_TECHREP1_ESIN01"	"XS.2015_08_7_022_R3_NC_TECHREP1_ESIN01"	"XS.2015_08_7_029_R1_NC_TECHREP1_ESIN01"	"XS.2015_08_7_043_R1_NC_TECHREP2_ESIN01"	"XS.2015_08_7_054_R2_NC_TECHREP2_ESIN01"	"XS.2015_08_7_057_R3_NC_TECHREP2_ESIN01"	"XS.2015_08_7_064_R4_NC_TECHREP2_ESIN01"	"XS.2015_08_7_018_QC06_ESIN01"	"XS.2015_08_7_028_QC07_ESIN01"	"XS.2015_08_7_038_QC08_ESIN01"	"XS.2015_08_7_048_QC09_ESIN01"	"XS.2015_08_7_058_QC10_ESIN01"	"XS.2015_08_7_068_QC11_ESIN01"	"XS.2015_08_7_069_QC_DILUTION_1.2_ESIN01"	"XS.2015_08_7_070_QC_DILUTION_1.4_ESIN01"	"XS.2015_08_7_071_QC_DILUTION_1.8_ESIN01"	"dilcorr"
"200"	1834	677.405155240041	783.155098898369	73	81	67.4835815429688	47	48.2901306152344	50	45	46	135.196411132812	327	99.0723876953125	175.366943359375	203.749633789062	138	233.687744140625	98	386	312	1141.01953125	332.629150390625	389.941650390625	248.64501953125	673.7763671875	226	773	2213.62109375	861.21337890625	806.86279296875	634.02294921875	605.52392578125	783.92529296875	1480.330078125	3725.021484375	891.54736328125	3474.451171875	6068.06640625	5040.59765625	1949.9677734375	478.368408203125	2030.9931640625	44	40	49	57	45	38	41	50	735.38720703125	802.99609375	637	526	410.0517578125	518.66748046875	265.09423828125	148.424194335938	59	-0.995039847403635
"201"	1880	543.019022927971	371.477791234067	1059.685546875	623.32080078125	949.75634765625	201.916381835938	424.22216796875	420.444091796875	310.229248046875	103.030700683594	389.17822265625	4206.60546875	1802.5390625	912.095703125	1897.1884765625	192	778	991.3603515625	5886.37109375	1192.638671875	1907.9248046875	977.6708984375	811.9365234375	1670.833984375	1090.1103515625	601.6005859375	1070.982421875	2097.166015625	1953.7060546875	391.478515625	773.22021484375	423.32861328125	1008.4501953125	1152.263671875	2144.6875	3792.998046875	772.7744140625	1614.5224609375	1439.6064453125	1096	1982.0400390625	505	61	41	46	39	45	42	52	49	1357.2080078125	783.12255859375	793.6943359375	718.33642578125	574.79443359375	686.55517578125	235.024780273438	143.634887695312	110.325927734375	-0.955700460748772
"202"	1897	506.067399874251	369.020875629626	178.61767578125	89.7371215820312	399.88623046875	42.0137329101562	158	81	42	41	63	776.70361328125	1044.1005859375	100	255.3466796875	64	98	596.55126953125	3842.966796875	164.5615234375	165.157958984375	286.6171875	217.144897460938	993.99072265625	82.4486694335938	102	309	240	709.630859375	98	172.6611328125	75	549.75390625	205.861206054688	835.85888671875	5782.56640625	73.2669677734375	234.10498046875	127.680969238281	162.02001953125	1588.0712890625	64	59	55	70	42	46	50	50	41	757.47705078125	267.81787109375	277	119.536804199219	146	235.941284179688	110	76	63	-0.957536428616918
"203"	1900	515.201199935326	525.326039632161	102.3544921875	99	83.4234008789062	54	108.784729003906	56	51	75.5653076171875	293.87109375	265.840087890625	120	191.678833007812	138	144.95263671875	145.396850585938	106.244262695312	1334.9287109375	459.364990234375	305	403	364	396.448486328125	237.089721679688	264	1158.8310546875	679.9404296875	827.12255859375	594.34521484375	655.8466796875	362.600830078125	553.2421875	633.19140625	5765.94140625	2393.06640625	1835.5634765625	1277.50390625	1073.720703125	1374.42578125	702.5615234375	1001.54248046875	63	54	74.4895629882812	68	72.9317016601562	66	54	45	770.376953125	316.434814453125	291.125732421875	298.161376953125	346	375	175.977783203125	94	77.6297607421875	-0.971725493258713
"204"	1903	676.147386688878	559.042618600946	163	84.1588745117188	50	67	93.777587890625	63	60	62	284	424.550048828125	216.236450195312	699	300	168.51513671875	437.09130859375	212.354248046875	1057.5615234375	588.53125	1070.09765625	1041.6025390625	714.7744140625	543.34326171875	688.94677734375	400.798583984375	2254.43359375	1790	1515.7744140625	756.322265625	1759.6953125	1063.392578125	1235.9189453125	1122.8427734375	5759.12890625	2229.267578125	2041.0849609375	2223.9140625	2093.658203125	2736.033203125	1364.4716796875	1290.0751953125	67	67.13916015625	67	46	54	41	45	60	716	689.91845703125	431.998046875	431.10595703125	682.443359375	741	264	110.110229492188	57.2315063476562	-0.995139144712925
"205"	1936	573.984461338916	45.0229472779391	107	114.796325683594	94	59	91.6976318359375	55	49.9839172363281	62	347.237548828125	341.68896484375	202	417.060302734375	196.77294921875	167.647216796875	541.54443359375	153.389282226562	1430.388671875	641.0380859375	1374.4345703125	1182.9560546875	1267.306640625	892	1033.4990234375	443.6943359375	1805.4794921875	2798.29296875	2939.0703125	2321.015625	1528.044921875	1655.92578125	2757.068359375	2066.7890625	5211.5703125	1774.6279296875	3722.259765625	5630.4375	4493.78515625	2340.23046875	1281.7568359375	2259.6875	98	70	45.0038452148438	59	41	42	78	43	1244.3896484375	1166.73046875	762.37060546875	908.24853515625	755.58203125	641	352.90966796875	270.82177734375	105	-0.975544185317418
"206"	1943	719.417449248817	599.754646167421	50	58.0279846191406	44	59	40	49	59	39	119.3134765625	149.961303710938	57	128.23876953125	112	106.746276855469	166	66.8068237304688	364	163.084350585938	277.472900390625	675.8095703125	719.2265625	182.894775390625	172.1044921875	154	2352.828125	597.9111328125	1061.849609375	381.801513671875	1179.3515625	463	712	492.61376953125	11829.1640625	1366.669921875	1257.6171875	948.8515625	791.4033203125	6201.08984375	909.296875	703.12060546875	62	54	47	72	46	41	60.4387512207031	53	616	518	540.8720703125	430.168212890625	376.132080078125	390.806884765625	202	171	78	-0.974723534384624
"207"	1947	646.111220152056	482.500897859272	51	68	47	71	64	61	52	58	74	63	76.893798828125	81	55.7069396972656	52.10107421875	79.8564453125	55	460	347.76416015625	212	243.745361328125	211.534790039062	434.15283203125	220.690795898438	298.76513671875	1147.1865234375	680.18603515625	1244	644.53857421875	950.90625	595.13134765625	996	733	5601.73828125	2235.3359375	2271.73046875	1875.224609375	1674.255859375	2727.177734375	1841.86328125	1418.8515625	50	63	55	59	63	51	66.89892578125	42	551.34521484375	565.48876953125	534.7138671875	544.6552734375	441.19921875	438.767822265625	251.975463867188	93.0840454101562	63	-0.987023942948189
"208"	1957	826.846577580255	30.9536318193402	5868.625	5582.02734375	6346.6484375	1774.8583984375	3956.30078125	3345.060546875	3118.802734375	1387.6240234375	2606.73828125	5824.25390625	3009.1640625	4326.2421875	3283.48046875	1810.15234375	3103.486328125	2299.93359375	8519.3125	1768.650390625	2739.37890625	1957.4638671875	1734.033203125	5072.52734375	2279.482421875	1132.193359375	1583.0234375	1360.83203125	1396.951171875	2065.63671875	1689.6005859375	1717.7255859375	1502.9677734375	1102.134765625	3102.447265625	3035.35546875	1514.3994140625	1350.6220703125	1137.7041015625	1985.8095703125	1728.6298828125	1556.1083984375	2499.873046875	1989.8525390625	3126.205078125	1646.2734375	2160.66015625	1461.314453125	937.43701171875	1346.619140625	5576.53515625	4107.30859375	3719.568359375	3384.708984375	4359.1328125	3651.31640625	5537.54296875	9876.8671875	13036.9140625	0.992051381948864
"209"	1958	897.466289359284	970.988132409882	79	72	97.7681884765625	64	75.271484375	64	50.202880859375	54	75.6069946289062	80	86	137.437622070312	134.17333984375	67.7496337890625	119	84	765	439.521240234375	971.96240234375	803.05517578125	582.22900390625	383	759.18896484375	221.234741210938	1400.8798828125	1753.001953125	1946.3779296875	1217.5771484375	1042.291015625	960	1326.927734375	1182.4091796875	5573.3203125	2185.611328125	4416.22265625	3692.169921875	2851.24609375	2621.591796875	1302.7734375	2086.759765625	69	86	89.1710815429688	65	65.7093505859375	63.3702087402344	51	98.0023803710938	1133	921	713	710.720703125	645.69189453125	721.693359375	395.69580078125	202	128	-0.997283373468195
"210"	1960	611.169784811564	392.227000454016	86.20947265625	76	90	73	126	105	78	66	387.08935546875	530	332.028076171875	385.66845703125	490.4638671875	310.1728515625	448.115966796875	275.674072265625	1684.7578125	1210.6279296875	2816.146484375	1005.6142578125	866.9951171875	1189.5458984375	1891.1650390625	924.4892578125	2218.27734375	3663.13671875	3891.486328125	3409.232421875	1573.1787109375	2351.826171875	2439.984375	2457.755859375	2602.4296875	1982.56640625	3257.904296875	5564.796875	4082.75390625	2550.5390625	2277.17578125	2865.896484375	39	43	46.7542114257812	42	40	40	38	48	829	1652	968.85205078125	1028	1300.7646484375	698.6943359375	326.302490234375	201	120.887878417969	-0.993845817244633
"211"	1971	577.192578070159	530.76084391276	153.877807617188	149	118	101	111.724243164062	116	91.53759765625	130.362426757812	189.966796875	417	247.446044921875	274.8828125	193.76708984375	197	197.933349609375	155.292724609375	1188.9482421875	487.611572265625	604.9892578125	615.08642578125	565.11572265625	767.33056640625	648	390.19189453125	1745.7001953125	1043.5859375	1328.712890625	838.6064453125	1241.923828125	985.201171875	1205.9736328125	1190	5516.11328125	2497.6328125	2165.904296875	2146.0625	1560.3349609375	2689.361328125	1771.544921875	1418.3125	165.226928710938	129.057006835938	130.673095703125	138	114	86.9384765625	104.880249023438	85.1880493164062	1025.0498046875	608.73193359375	712.51318359375	598.6533203125	553.89013671875	660.76513671875	251	182.351196289062	85	-0.983668371255505
"212"	1973	736.278028161047	553.678229081003	1570.5546875	4209.296875	4518.15625	1326.3583984375	2742.93359375	826.7919921875	2301.869140625	1436.9873046875	84191.6875	98658.5	38507.84375	45169.6875	63370.875	54610.28125	33355.65625	25031.296875	215020.875	166169.625	220214.25	131877.625	118253.25	117873.125	166833.125	105821.8125	248781.625	335117	263217	247005.75	184698.875	206129.5	180203.625	237488.5	536273	267435.25	138806	443515	348989.25	260515	161973	76743.875	182	121.958190917969	49	121	101.872192382812	116	92	72.8596801757812	142504.5	124769.5625	103407.8125	86223.0625	82673.5625	73912.1875	35657.0625	14849.6015625	6032.52734375	-0.998847585387423
"213"	1985	255.157434613114	549.882345634594	761.96630859375	479	1348.251953125	649.484375	1222.833984375	558.7802734375	410.9619140625	447	1339.6875	559.2734375	997.19873046875	1419.58203125	641.20263671875	963.3564453125	795.38525390625	475	5454.109375	1016.3623046875	1048.619140625	1463.896484375	1572.5771484375	1871.201171875	591.01708984375	670.70263671875	2098.494140625	1371.3955078125	3085.625	1262.6162109375	1220	1253.130859375	2009.2890625	537.3623046875	5188.34765625	3116.587890625	2285.56640625	2715.287109375	1550.587890625	1860.2373046875	1549.14453125	1275.96484375	1326.3916015625	1005.65087890625	469.288818359375	1268.3369140625	1164.1689453125	729.74951171875	322.0712890625	1191.9248046875	1399.048828125	1503.7060546875	812.22705078125	756.6982421875	596.11474609375	550.3623046875	336	196.5244140625	177.52099609375	-0.969265862836179
"214"	2002	706.441419520985	845.518353378564	57	42	60	43	44	48	64	49	96	97	128	111	114	146	136	87	284.19140625	150	413.18896484375	192.809204101562	168.51806640625	151	469.5673828125	160	464	1186.1748046875	1369.85546875	250.00341796875	331.889892578125	331.3564453125	925.42236328125	776.6767578125	4123.52734375	869.08544921875	3393.669921875	5422.859375	3251.80078125	2358.720703125	508.773193359375	2425.525390625	47	41	44	43	39	43	49	43	529.9296875	407.8173828125	393.483154296875	467.687744140625	287	299	185.49609375	126.43701171875	81	-0.999202833222952
"215"	2016	800.287761830772	553.336297286184	93	67	120	64	62	70	87	56	643.94921875	681	254.214965820312	301	490.95703125	328	290.783935546875	186.927612304688	1478.302734375	1429.7802734375	2162.580078125	995.93798828125	996.91455078125	924.23583984375	1361.693359375	971.2451171875	1913.0263671875	3574.607421875	2449.859375	2087.4375	1797.3232421875	2115.96484375	1875.62890625	2413.849609375	5374.421875	2007.474609375	1010.59130859375	4603.125	3272.748046875	2638.857421875	1402	554.13916015625	64.0980224609375	116.1572265625	83.7677001953125	104	76	46	51.9402770996094	41	1113	823.94921875	617.02490234375	702.4775390625	667.318359375	619.67041015625	372.740234375	133	122	-0.95907021885086
"216"	2026	661.133147103158	526.291753400836	140	140.063720703125	125	65	60	60	71	134	222.81201171875	297.82568359375	285	302.613037109375	324.103515625	202.511840820312	369.16943359375	253	1116.412109375	507	732.9384765625	835.94287109375	788	860.40380859375	731.0361328125	719.9775390625	1726.3583984375	1477.26171875	1663.8095703125	967.806640625	1533.0361328125	1029.310546875	1616.9345703125	1225.4375	5355.19140625	2413.283203125	2524.228515625	2594.513671875	1951.0234375	3068.90625	1791.43359375	1696.615234375	105.616516113281	96.6580200195312	68	67	61	47	50	49	803.50341796875	911.39453125	587.59814453125	554.0361328125	673.69873046875	760.2861328125	293.726318359375	133.322265625	115	-0.960944948134398
"217"	2027	681.104289356552	390.969529001336	98.3174438476562	88.4451904296875	96.8008422851562	134	59	68	85	66	380.155029296875	681.6337890625	246.098266601562	558.50732421875	589.55419921875	288.549072265625	396.88671875	233	1841.8603515625	1252.3193359375	2199.59375	1024.1494140625	698.8974609375	1099.564453125	1824.873046875	762	1977.03125	3087.001953125	3336.6328125	2356.197265625	1633.728515625	1911.4169921875	2408.962890625	2453.3046875	4124.34765625	2995.28515625	5352.0625	5169.67578125	3606.552734375	1903.791015625	2050.185546875	3038.697265625	49	42	62	47	45	53	41	46	1360.2802734375	1153.87109375	923.41748046875	923.91552734375	934.1650390625	944.32958984375	478.82421875	298.6787109375	145.3369140625	-0.99709737271178
"218"	2031	565.170347141919	395.252036111397	83	99	107	113	89.6830444335938	45	77	65	499.129150390625	802.685546875	288	383.192138671875	471	199.415893554688	337.52587890625	182.0126953125	2607.064453125	1307.099609375	1893.1806640625	807.7626953125	665.037109375	867.76318359375	943.46728515625	477.93994140625	1504.47265625	2358.5859375	2041.015625	1477.958984375	1109.826171875	1472.1005859375	1664.79296875	1816.8310546875	5336.765625	3736.314453125	6170.65234375	4633.2109375	3134.154296875	1326.51953125	1049.7490234375	2113.765625	62	56	58	54	42	64	50	49	1614.048828125	788.69287109375	733.63134765625	396.52490234375	594.48046875	555.6201171875	276	201	112	-0.99081049085717
"219"	2040	646.151858504606	562.85917690344	65	63	105	64	95.4198608398438	61.3112487792969	58.1797790527344	43	127.428955078125	389.25341796875	163.44873046875	353.638671875	153	122.786193847656	217.97314453125	193.639282226562	1056.2041015625	329.365966796875	674.92822265625	503.214599609375	480.5498046875	478.6923828125	298.640869140625	177	1558.7861328125	1172.279296875	1058.482421875	502.744140625	845.98095703125	778	585	733.1298828125	5306.48046875	1952.798828125	1872.3212890625	1723.455078125	1103.357421875	1954.5791015625	819.0322265625	897.4345703125	80	77	69	64	68	64	48	41	566.88330078125	374.636474609375	536	248.8681640625	279.49560546875	374.175537109375	163.006469726562	94	67.7147827148438	-0.980899622790233
"220"	2085	666.088949262828	358.705778423109	110	73	74	58	48.4342651367188	73	63	43	432.1875	426.9189453125	398.17333984375	554.30078125	259.362548828125	313	206.12451171875	236.65869140625	2621.7109375	1054	2012.1689453125	863	826.2177734375	1249	1110.8818359375	697.67431640625	1803.400390625	2459.31640625	3067.197265625	2337.796875	1163.2197265625	1617.607421875	2220.376953125	1200.482421875	3005.875	3223.712890625	5187.34375	4712.625	2912.87890625	1435.65234375	1899.375	2492.263671875	52	44	37	45.2386169433594	31	46	42	63	1009.0439453125	906.1357421875	827.9169921875	710.9716796875	832.31787109375	708.66845703125	325.53125	167.844848632812	78	-0.999540054386459
"221"	2088	530.21699706907	567.797375059964	81	93	75	64	49	44	45	57	146.07177734375	293	112.005004882812	152.328979492188	129	89.6868896484375	113	95	885.375	331.760498046875	452.7265625	512.73388671875	412.466796875	255.083129882812	178.613525390625	135.250366210938	1238.0693359375	742.47216796875	540.88818359375	347.454345703125	627.28564453125	353.502685546875	389.576904296875	420.144287109375	5180.40625	1522.515625	1216.9599609375	1624.1220703125	904.85693359375	819.67529296875	284.060546875	333.5693359375	68.332275390625	67	53.3136901855469	69.5536499023438	52.8693542480469	59	59	44	866.74951171875	302.2265625	320.266357421875	169.890991210938	177.483276367188	296	107.820922851562	104	45	-0.952578909942367
"222"	2101	288.15895802122	791.369428668106	134.807373046875	192	148	92	60	53.87109375	57	46	341.9052734375	159.484252929688	451	1187.1787109375	145.283203125	291.4296875	631.8076171875	346.177978515625	2558.125	409	326.984375	1603.4697265625	1305.30859375	1305.9365234375	250.290893554688	239.243530273438	1562.4794921875	371.66259765625	2595.001953125	598.38818359375	1048.283203125	289.832275390625	1527.6806640625	236	5153.5234375	1213.8388671875	940.8486328125	592.6376953125	425.0810546875	1686.4853515625	617	413	28	49	53	44	35	41	33	39	843.34814453125	672.59765625	507.883544921875	274	238	339	161.9765625	62.5566711425781	53	-0.970341425781404
"223"	2104	793.307282604943	533.799282676295	63	119.476318359375	66.8473510742188	57	85.9775390625	50	67	56	387.80224609375	666.52685546875	346.7646484375	628.72119140625	328.140380859375	333	670.375	234	1118.9853515625	596.71875	2272.041015625	1399.462890625	1330.6162109375	576.99365234375	1559.0126953125	540	1812.48828125	1831.587890625	2191.814453125	1321.7265625	1211.8154296875	1233.583984375	2021.3046875	1548.1240234375	3692.671875	1416.94921875	2943.375	5140.40234375	3889.5703125	1962.4375	958.13330078125	1625.5078125	44	55	59	64	80	43	47	63	1039.068359375	760.4453125	695.673828125	705.7490234375	930	600.28515625	306.20751953125	206.934326171875	88	-0.990625242373475
"224"	2113	737.095556147119	519.892739279228	47.5713806152344	57	56	44	43	51	48	58	58	49	56	46.5244445800781	55	58	62	51	184	85	139.864013671875	77	109.939086914062	69.2030639648438	159	53	964.791015625	822.388671875	1368.1806640625	263.561279296875	399.209716796875	287.999267578125	1366.068359375	793.77392578125	2547.57421875	441	1394.10546875	5109.6640625	3591.404296875	1200.361328125	160.725219726562	720.451171875	65	57	62	64	61.5851135253906	57	75	46	413.0791015625	551.99853515625	359.35302734375	300	200.799926757812	302	148.611572265625	84.3054809570312	41	-0.998973432297928
"225"	2115	835.335187861552	567.782085217928	210.983764648438	125	171	122.938415527344	124	142	151	174.477172851562	204.965454101562	158.1123046875	146	140.827392578125	147.272827148438	181.34130859375	137.518310546875	157.516845703125	269.0595703125	181.238525390625	213	420.669189453125	271	233.123046875	189	100	957.083984375	212	322	171	519.669921875	187.783203125	252.847290039062	175.584594726562	5105.89453125	273	325.714599609375	380.960205078125	230.866821289062	2604.896484375	280.601318359375	249.761596679688	194.40966796875	228	186.38671875	152.003051757812	170.671997070312	105	141	120.103637695312	194	202.21337890625	237.657470703125	216	179.440673828125	203.54736328125	132.784057617188	79	60.2762145996094	-0.993200908587412
"226"	2120	425.297483280797	592.484294690584	212	57	53	42	39	164.434936523438	44	70	62	38	245	57	53	50	44	232	7871.56640625	446	976	83	68	4212.73828125	635.091796875	277.174072265625	131.002685546875	1365	6046.3125	904.17626953125	61	528.75244140625	3855.3828125	938	123.263122558594	3791.80078125	493.0654296875	790.1904296875	802.177734375	59	2225.6328125	326.65625	50	82	54	215.78662109375	245	64	62	38	735.11181640625	819.359375	678.8935546875	653	459	535.71240234375	266.343017578125	179	81	-0.992871896282732
"227"	2122	831.491812622752	976.427339252673	86	62	54	51	67	53	61	50.9423217773438	80	101	79	147	100	63	85.1017456054688	77	621	246.670654296875	1016.5693359375	643.48681640625	659	338	488.515380859375	210	1383.544921875	1272.1796875	1815.83203125	1103.52734375	833.12451171875	987.0283203125	1392.779296875	985.7353515625	5086.30859375	2131.625	4660.2734375	4255.52734375	3092.90625	2479.296875	1292.9365234375	2521.005859375	60	64	92	62	51	57	50	65	1055.3115234375	923.07763671875	799	639	697.814453125	569.306640625	452.00048828125	129	105	-0.950316263777794
"228"	2135	962.809803200982	31.225000281083	3581.509765625	2751.119140625	4615.37109375	1327.1123046875	2468.828125	1648.615234375	1659.423828125	941.0615234375	2445.96875	3694.552734375	1492.9931640625	1851.5107421875	2428.763671875	1245.0439453125	1474.7197265625	1414.4375	5050.0625	1322.09375	1744.80859375	1478.8271484375	1402.7451171875	3149.83984375	1426.52734375	1200.4150390625	1917.2470703125	1032.3095703125	1110.9345703125	1383.166015625	1517.1748046875	1609.6328125	919.2978515625	773.8876953125	3086.330078125	1755.8291015625	1939.0771484375	1211.7861328125	1144.7587890625	1260.9697265625	1021.28515625	1014.25830078125	2608.166015625	2569.33203125	1395.7666015625	1723.720703125	1122.6435546875	1196.708984375	938.06201171875	1024.6767578125	3627.44921875	2482.197265625	2232.826171875	2168.060546875	1690.7861328125	2412.083984375	3506.7578125	7733.63671875	8993.5234375	0.970912359057358
"229"	2136	514.202951056275	520.98524983724	209.127075195312	208.522583007812	212.62646484375	75	99.7937622070312	91	114	97	887.79833984375	1147.7412109375	404	512.4521484375	352.2646484375	336.01611328125	621	297.116455078125	5974.32421875	1792.9775390625	1164.9423828125	1278.751953125	1626.0087890625	1636.1689453125	885.0185546875	908.541015625	4694.484375	2518	2873.5	1848.9736328125	2356.552734375	1646.5068359375	2513.529296875	2127.69140625	29057.453125	12216.703125	10156.53125	6995.546875	4762.82421875	5812.57421875	2974.416015625	3200.466796875	48	45	60	46	58	36.4241333007812	32	42	3388.05859375	1498.1435546875	1393.8603515625	1069.8779296875	1129.0654296875	1175.650390625	565.3037109375	276	206.364501953125	-0.984164907541728
"230"	2139	623.383412879534	637.393299838953	281.802978515625	164.073364257812	360.08349609375	232.100219726562	295.775634765625	294.887451171875	158	183.232177734375	284.902587890625	266.967041015625	247	428.339599609375	127	196.313842773438	338.04541015625	126	471	293.398193359375	195.576416015625	479	233	274.334716796875	202.857299804688	141	659	255.908569335938	422	259.219482421875	631.14501953125	212	253	216.75927734375	5043.98828125	444.771728515625	585.16796875	453.574951171875	396.201904296875	1959.8408203125	327.209716796875	313	410.240966796875	414	158.100341796875	407.1923828125	337	231.646484375	126	244.317504882812	416	280.00146484375	180.715576171875	218.528076171875	189.762084960938	214	141.779907226562	75	48	-0.996610456232164
"231"	2147	385.303996092966	528.683421352453	108	243	242.617309570312	99.3411865234375	109.564575195312	80	116.108764648438	106	1360	821.4462890625	592	941.44921875	517.82861328125	763	645.734375	438.872802734375	4549.578125	1501.267578125	1168.3798828125	2058.20703125	1548.037109375	1964.2763671875	1075	881.6904296875	1851.13671875	1852.20703125	5018.8671875	1754	1285.328125	1487.0869140625	2997.287109375	1132.2177734375	4411.015625	2798.123046875	3703.46875	2798	2071.029296875	1814.8974609375	1297	1439.0888671875	60	39	41	44	43	44	40	41	1523	1132.48828125	998.330078125	960.087890625	763.98046875	837.23583984375	361.101318359375	216.218872070312	99.708984375	-0.996136940083045
"232"	2159	293.174109824308	682.483777497944	179.833984375	188.655517578125	244.627075195312	130	121.546264648438	106.834228515625	81	88.7845458984375	580.96630859375	466	311	739.85693359375	363	435	510	199.619384765625	1748.1142578125	996.744140625	1057.8779296875	927	624.38525390625	768.91552734375	695.66357421875	564	1706.064453125	1685.4072265625	1590.171875	1654.876953125	1009.10009765625	1046.4794921875	1134.791015625	1220.251953125	4983.43359375	2474.916015625	3879.87890625	4979.87890625	3787.98828125	2046.666015625	1326.7333984375	2195.16796875	146	100	120	97	90	90.7999877929688	73	108	1372.6796875	1105.634765625	734.8427734375	716.3798828125	739.70654296875	493.6455078125	285.301513671875	198.01318359375	119.425415039062	-0.997349393752097
"233"	2165	868.223608031584	546.499351099918	663.97900390625	288.646240234375	388.78076171875	237.071655273438	246.885498046875	221.621459960938	212.103637695312	153.839477539062	612.36962890625	1254.3359375	360.04736328125	787.19482421875	754.1669921875	422.87646484375	994	292.662841796875	1538.4658203125	837	3800.359375	1569.2626953125	1188.00390625	792.876953125	2424.826171875	740.0732421875	1836.078125	3409.958984375	3974.4609375	1747	1521.455078125	1505.4326171875	2987.578125	3106.279296875	3576.96875	2158.5390625	902.978515625	4967.12109375	3478.908203125	1816.4853515625	1560.1318359375	751.17529296875	654	463.238525390625	334.898681640625	404.48681640625	316	161.100341796875	152	317	1088.275390625	998.271484375	862.3447265625	824.91748046875	586.14794921875	758.1611328125	400.4794921875	238.954833984375	147.0068359375	-0.997901072918759
"234"	2169	1300.70786050094	31.274263381958	1622.712890625	452.63525390625	2703.296875	3464.078125	1317.646484375	905.97412109375	231.877807617188	1865.9833984375	5056.98046875	4910.0390625	2457.1875	2829.388671875	2581.78515625	2796.306640625	2017.6416015625	1587.7529296875	4737.125	4645.42578125	3811.3046875	3430.796875	3337.5234375	1959.4638671875	2237.859375	1901.1962890625	3747.310546875	1987.56640625	3496.951171875	2437.779296875	2263.60546875	2373.81640625	2500.912109375	2137.146484375	6769.5703125	4620.14453125	3365.23046875	2439.173828125	1840.4267578125	2500.95703125	2816.005859375	2396.66015625	6476.234375	5392.83203125	3551.6484375	3603.287109375	3228.83984375	2582.92578125	1611.95703125	3469.080078125	4954.2265625	3345.703125	3450.578125	2221.857421875	2415.21484375	2668.806640625	1711.4501953125	685.388671875	279.619873046875	-0.989476913619879
