Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
572.881793105811/841.277863115026,329.8806152,120.0339966,140,93,222.0032959,64,223.2875977,98,89,93,234.661377,92.00811768,218.8978271,58,73.0559082,95,477.1381836,213,175,92,139,145.8631592,124,63,140.8840332,208,108.2126465,122.2337036,107,110.4598389,121,114,279,106,184.8527832,106.5476074,139.1263428,169,1170,392.0454102,245.8110352,104,141,67,87,80
802.726068864789/665.263882020862,423.6955566,236,211.2385254,201.0440674,271.6682129,238.1156006,454.1914063,360.4128418,345.6882324,172.4880371,289.7866211,192.9439697,323.7243652,178.1601563,176.1873779,252.5268555,404.4458008,268.9677734,279.1921387,225.3747559,269.6950684,220,148,161,277.642334,240,255.651001,224.3786621,272,199.8428955,171.5275879,133,372.9694824,291,372.3195801,371.5415039,365,310.8476563,461.939209,231.9191895,291.737793,272.6936035,193,239.8408203,220,209.8521729
971.402204547012/817.418108096335,97.98730469,64,75,70,88.53955078,98.74267578,88,70,71.56524658,69.31640625,75.92779541,97,138.1939697,75,60.66287231,74.31188965,124,79.00866699,75,79,157.0119629,116.1258545,116,87,298.5007324,169,162,148,116.0146484,186.3972168,125.3914795,212,245,186.4945068,392.1000977,266,310.8322754,295.4511719,461,231.3461914,127,93,126,88,79,158.1036377
713.39140346594/387.180324827212,327.4880371,190,187,143,146.9338379,154,367,314.2675781,207,179.6694336,209.0494385,161,158,100.8529663,221,207.0164795,459.0605469,198.005127,186,178.3024902,108,145.7741699,194.7509766,168,248.9265137,212,247.7263184,156,103,111.2843628,180.8989258,239,209.2337646,298.097168,318.7722168,142,154,145,284.6657715,206.4477539,240,300,178.4821777,152.0808105,133.644043,157
981.231261136239/982.444661969363,79,53,52,113,81,70,78.35266113,45,70,54,82.61993408,67,69,67,70,62,143.28125,119,97,67.57055664,200.9053955,159.8685303,141.1585693,134,210.43396,176.5373535,132.2191162,183,184,202.9162598,217.7163086,117,219,196.2272949,297,230,332,210.4853516,458.7890625,271,209,120.9194946,167.9274902,167,116,118
40.7815613328365/532.102841900613,44,28,115.1772461,73,37,41,113.6542969,117,86,83,126.958313,101,303.9240723,201,133,77,459.0627441,202,80,79,458.315918,303.409668,169,156,77,100,63,71.25531006,34,41,191,153,72.97253418,94,101,125,40,40,199,92,441.5913086,180.2702637,148,206.6895752,172.2954102,176
568.012771338747/608.206030600139,57,60,71,55,78.02496338,51,68.44091797,142.0068359,107.367981,64,65,70,104,73,63,72.75689697,244,230,124,197.8267822,190,181.8798828,88.8807373,66,422.9484863,416,270.6081543,271.4543457,320.0539551,285.2675781,219,121.9507446,243,349,384.9172363,336.6779785,443.3549805,458.215332,179.2045898,205.7045898,68,220.0667725,231.0539551,148.2755127,132.0518799,138.4588623
568.544682017544/835.327485365629,210.9837646,142,122.9384155,174.4771729,125,151,171,124,146,157.5168457,204.9654541,181.3413086,158.1123047,147.2728271,140.8273926,137.5183105,269.0595703,233.1230469,181.2385254,100,213,189,420.6691895,271,322,252.84729,171,187.7832031,212,175.5845947,957.0839844,519.6699219,273,280.6013184,325.7145996,249.7615967,380.9602051,230.8668213,5105.894531,2604.896484,194,202.2133789,237.6574707,216,179.4406738,203.5473633
30.9398774264152/879.792172094591,464.715332,214.4991455,296.9099121,283,239.8828125,162,335.4348145,225.079834,374.9785156,194.493042,430.6210938,275.2460938,395.862793,292,369.4990234,253.2078857,464.2700195,271.048584,347.029541,348.7199707,297.5761719,286.4819336,342.3737793,408,277.2722168,304.1022949,308.1647949,235.6367188,390.5939941,357.9829102,433.3408203,347.0344238,454.359375,275.623291,427.3034668,303.3967285,368.2402344,285.6101074,487.7526855,277,397.5966797,347.7541504,410,221,383.432373,294.7258301
31.2418244679769/920.304853444548,367.9787598,119.1351929,449.2700195,426.9953613,230,130,453.229248,245.2373047,634.9228516,399.4362793,809.2563477,480,651.8691406,524.8066406,404.8300781,392.5732422,771.3364258,328.5314941,698.0693359,622.3461914,498.3061523,409.6567383,477.9799805,750.3979492,557.7680664,510.6809082,508.7165527,338,423.4550781,460.4553223,692.0366211,453.8452148,735.203125,433.3071289,572.8789063,329.3374023,505.2011719,315.7817383,838.6538086,389.7768555,805.7246094,448.8828125,459.0170898,490.1240234,320.5878906,474
30.8890353085702/981.766580954767,351,210.1448975,259,361.2800293,226.9852295,185,276.1208496,212.5375977,208.637207,245.6882324,432.307373,333.1376953,417,244.3498535,322.8310547,236.9230957,405.8613281,164.7247314,576.1743164,309.9135742,249.394043,274.8491211,362.6552734,418.1491699,277,210.4770508,273.3461914,249.6330566,258.8759766,195.7803955,359.1506348,254.3197021,331.1040039,294.9365234,358,281.0048828,342.1123047,264.7294922,535.3427734,314.0581055,375.072998,295.8903809,212.2612305,238.5075684,256.7568359,225.8444824
540.5773272598/750.292893424006,3336.220703,1585.751953,1675.540039,1386.007813,7580.261719,3701.835938,5631.363281,3074.96875,13690.1875,9357.390625,28195.8125,16907.6875,50579.1875,33606,33925.84375,26480.20313,64497.96875,34508.875,38520.96875,23930.07813,109834.25,86029.875,49726.65625,46110.875,124869.4375,87463.8125,65187.09375,54140.375,132035,92611.9375,69829.6875,50655.4375,81886.4375,50058.71875,40323.15625,21592.14063,161291.5,125115.125,132156.25,62691.8125,50548.65625,39423.53125,34563.53125,30086.23438,26725.39063,24678.25
585.468075400905/733.401849794242,51,50,44,82,51,49,44,46,59,80,93.54272461,52,63,88.55596924,68,82,124,119,66,83,105.0905762,92,202.1126709,161,168.9888916,119,149,152,161.9443359,101.5874634,233,274,577.581543,294,143.5491943,138.7335205,308,315,983.3364258,571,139,107,115.9796143,122,137.4943848,102.1176147
31.2410176595052/1295.37347250125,315.3305664,290.0644531,520.90625,561.7299805,223,75,827.2382813,286.8972168,455.7722168,328.7211914,839.8759766,471.9758301,1020.933594,452.9370117,680.4726563,439.314209,1621.359375,706.2822266,703.8461914,465.9741211,845.5800781,451.9287109,822.3017578,532.0927734,621.2919922,454.572998,472.2075195,422.3061523,521.4550781,372.6228027,873.4638672,465.7133789,1056.032227,534.5498047,462.0605469,430.5708008,443.0007324,364.9399414,1220.504883,488.9887695,561.4887695,784.8740234,721.5888672,481.7912598,512.5024414,528.9770508
551.941292746025/720.295867265991,92,83,80,105,110.5553589,101.0666504,112.6236572,117,398.5637207,277,802.8666992,597.7714844,1134.118164,774.4487305,1067.725586,1104.691406,2875.595703,1456.257813,1986.915039,1230.807617,4097.015625,2542.140625,3795.154297,2839.142578,5330.039063,4228.375,4053.402344,3132.796875,4334.804688,3482.058594,5484.863281,4231.226563,3281.654297,2604.763672,7625.320313,2608.988281,14058.53906,10658.60938,14653.33594,3722.292969,2657.402344,1678.016602,1534.692383,1234.660156,1257.668945,1799.035156
30.7841401016503/1404.37160137954,233.090332,146,168,221,175,48,478.0786133,220.1500244,254.4158936,130.8685303,261.8325195,208.3122559,421.3925781,244,307,250.5367432,707,338.6152344,230.2091064,182.9250488,313.1364746,357.3195801,317,181,170.822998,144.4440918,243.8974609,205.4138184,106.3945313,101,209.524292,172,297.2194824,151.9759521,189.6147461,155,206.5441895,165.7338867,451.1208496,187.7503662,385.2045898,320.9428711,311.736084,348.7775879,274.0151367,281.9306641
540.745142886513/481.11294160453,198.7128906,112,85,63,139.9916992,116.008667,123,110.4424438,250.1801758,190.40979,113.4507446,64,411.9667969,306.7207031,155,176,395.3605957,339.7214355,171,143,353,183,155.614502,217.4256592,319.270752,242,106.0734863,126,341,274,138.2458496,191,451.0244141,361,183.2869873,133,266.2050781,196,196,237,204,146.7868652,183,152.942627,115,230.7785645
672.774689256099/396.176200430471,75,63,40,65,67,44.40039063,60,55,250.0042725,83,118.6096802,119,61,75.96630859,278,186.8641357,345,184,182.7753906,87,185.8837891,95.47058105,278,233.9613037,224.6430664,162,268.8061523,197.5540771,198.8237305,97,314.1074219,116,245.2476807,146.0113525,207,178,451,202,403,236.7098389,193,236.3676758,135,185.4735107,120.4360352,168
562.130488880894/449.169500075566,4319.488281,2633.199219,2134.779297,1755.039063,2138.199219,1787.743164,3232.970703,2675.478516,3189.197266,1793.72168,3160.75,2353.398438,2584.419922,1993.152344,2217.265625,1502.669922,5129.285156,2915.091797,3711.183594,2076.705078,2418.041016,1904.116211,1544.930664,1257.78125,2699.007813,1888.124023,2489.65625,2044.976563,2127.132813,1495.520508,2243.822266,1436.433594,3145.859375,2526.494141,3534.306641,1797.583008,2534.628906,2538,3107.767578,1657.200195,3145.683594,2875.859375,2206.279297,2035.302734,1778.670898,1903.694336
616.377406070107/684.38132228843,80.17523193,47,41,60.44226074,163.557251,33,95.10559082,164.401001,99.13861084,70.25872803,85.11248779,43.46716309,170.5316162,46,85,61.02828979,101,49.25720215,109.6973877,49,65,48,80.7635498,103,151.4959717,88.04425049,80.80078125,51.15625,61,67,130.8372803,125.8818359,121.3348389,88,102.1365356,77,116,79,444,341,101,133,81,46,64,60
629.106629488761/266.153112408835,82.05780029,45,44,41,89,45,59,67,117.243042,61,200,63,83,51,199.0611572,107,291.0834961,194,109.9519653,123,123,74.71484375,175.8673096,200,330.1953125,173,177.5130615,141,175.322876,95,280.2145996,130.619751,196.1732178,120.4627686,215.9405518,188,268.2890625,238.2087402,444,186,158.7115479,132,87.13482666,105,96.41564941,81.3782959
424.027686938905/347.058580593028,51.92407227,30,40,41,36,34,51,43,38,33,46.87454224,51,54,35,41,47,102,71.69140625,69.2956543,60,71,41,66,59,240,144,151.8791504,194,112,85,94,94,289.9282227,184,443,250.6555176,314.9294434,238.5787354,309.0144043,204.9024658,182.2416992,102,100.138855,76,82,83.55554199
794.130582039816/324.256039279217,71.50842285,55,59.91210938,56,49,45,114.8707886,73,51,63,50,73.08557129,82.7598877,62,125,132.9390869,129,115,108.9205933,97.35919189,143,141,160,104.0715942,135.5477295,166,195,163,237.2072754,100,293.5437012,186,217.3590088,174.7969971,424.6223145,206.0775146,248.3397217,308,442,175.3591309,115.2232056,123,105,95.13104248,84,81.6050415
389.386947899534/601.146332315117,56,56,40,40,46,49,47,54,74,65.37561035,105,44,88,67,89,70,243.8760986,140,168,157,259,229.744751,126,68.9175415,338,161.9107666,256.4135742,207.0743408,229.1580811,297,122.5477295,177.5650635,333.4033203,150.8411865,361.9274902,293.0705566,426,307.0180664,440,175.130127,166,187,121,121.7166748,78.01898193,122
31.4609651732863/1979.5362245945,112.0391846,48,258,142,61,45,181,120.7299194,110.6050415,69.33239746,293.369873,120.2330322,253.59729,150,135,66,220.9394531,86,214.1640625,158.0250244,192,122.9950562,237,215.7504883,230.8911133,125,141,94.33898926,164.9117432,102,298,198.5219727,306.4038086,175.4665527,305.8400879,158.0239258,135,104,439.3115234,86,199.8637695,146.5788574,143.0032959,125,150,192
392.007071511787/610.169020527341,151,229,230.2862549,159.5802002,234,232.5030518,221.0330811,164.7885742,1469.871094,1235.460938,1339.112305,1639.628906,2198.996094,2436.402344,2467.705078,1801.563477,8075.902344,6737.75,5696.15625,5151.214844,17900.4375,12682.375,6614.15625,5015.929688,23715.89063,15089.66406,18809.96875,13961.05469,24919.60938,14009.59375,13249.88281,9867.195313,12827.35156,13730.52344,21375.65625,17400.35938,33422.875,26568.6875,16114.36719,14217.875,5072.546875,7394.417969,5979.535156,5593.507813,5049.808594,4231.445313
31.8122456199244/254.924303078844,623.5761719,209.7869873,143,169,401.8178711,280.3776855,436.0498047,282.6359863,237.1274414,252.6275635,309,327.0061035,581.1083984,274.0917969,284.565918,195,525.3745117,231.2988281,358.4990234,248.3487549,377.0336914,187,252.8273926,270,232.7546387,211.8588867,302.3547363,301.4165039,313.9765625,197.3995361,301.2102051,216,390.8447266,208.3244629,346.6000977,337.6584473,258.9858398,264,700.3984375,227.3972168,505,266.1394043,288.6489258,242.7519531,257.6071777,257.5603027
31.2389473496822/1278.69840979338,341.2075195,253.7261963,718.6801758,414.9658203,261.0395508,177.506958,519.9760742,278.9685059,610.6899414,270,967.0996094,544.8300781,1196.207031,589.2592773,358.2265625,438.8000488,843.7480469,443.8195801,569.5419922,473.6965332,721.9150391,402.3461914,741.8979492,633.8212891,596.003418,512.8095703,675.5024414,353.7788086,394.130127,411,776.8408203,577.9287109,927.5927734,630.0415039,958.9868164,352.359375,556.8349609,552.1000977,1296.363281,324.4260254,924.4277344,655.5844727,667.0185547,683.387207,448.0268555,550.5644531
998.404608475535/563.343157230721,397,243,118,121,182,130.0799561,121.5192871,95.1373291,312.1604004,235.6306152,287,90,290.5891113,153,141.2509766,112,236.2329102,170.8187256,233,104.7401123,189,142.0394287,126,139.0513916,253.6617432,186,121.0488281,131.7564697,138.1173096,143.1837158,162,142,218,101.9413452,409.1027832,292,434.6413574,347.2712402,308.6784668,161.2574463,214.5236816,157,118,100,150.5576172,108.9822388
31.3980875851815/1731.29379604617,148.2854004,78,223,194,97.25762939,45,411.8840332,108,229.713501,100.0893555,372,220,386.1062012,246.0766602,222.3046875,147,426.2788086,290.6801758,318.9389648,219,323.7497559,290.2094727,256.0961914,274.2463379,302.5495605,152.171875,135.2906494,175,202.2260742,185.3360596,289.7214355,152.9925537,337.2644043,269.888916,183.2304688,125.4376221,159.8753662,146.0550537,431.8486328,134.1921387,425.4592285,381.1320801,183.8995361,297.2270508,259,166
623.498105768572/549.202489664512,710.2827148,391.8149414,367.4267578,343.3913574,373.4008789,238,860.9482422,585.5390625,611.7319336,347,649.1699219,364,407.3359375,295.65625,479.8696289,324.9277344,716.9169922,557.7167969,484,388.7016602,453.548584,255.1856689,347.543457,387.5751953,483.0776367,346.3671875,522.9599609,366.8557129,312.0766602,240.4282227,670.7226563,290,648.878418,395,612.8408203,351.6936035,293.8461914,337.9943848,802.234375,427.8513184,647.1254883,496.1286621,430.7062988,394.9025879,308.605957,325.5195313
566.275267483895/888.260416709776,411.7319336,272,257,165.6610107,297,194.6658936,351.9863281,373.59375,364,329.3452148,198.5281982,206.5793457,259.2470703,161.140625,202.6020508,197,430.0856934,279.9125977,315.255127,244,277.3759766,202.2680664,138.6971436,99.08154297,165.704834,201.0070801,238.2357178,247.7172852,168.1177979,208.4942627,157,139,269.5637207,247.8024902,379,201,270.5725098,148.0007324,429.7375488,260,218,329,306.6982422,187.3840332,134.6418457,235
601.730802837171/485.115413965708,1975.916016,946.4765625,832.8896484,611,748.2099609,975.4853516,1629.091797,974.8417969,972.8701172,718.2333984,1379.945313,847.3085938,717.6904297,561,839.5678711,794.0830078,4334.945313,988.3149414,939,600,757.2094727,1308.270508,807,786.2167969,1008.973145,681,767.125,654.8208008,855.2646484,533.9648438,851.0751953,618.0371094,1338.907227,742.9082031,1385.005859,846,674.3920898,691.4536133,1546.085938,1055.270508,1357.145508,1151.314453,801.8066406,767.2001953,680.4487305,684.4316406
523.692965858861/710.114097958616,55,54.08270264,45,50,58,38,50,49,51,50,49,44,50,68,43,50,85,77,50,55,85,62,69,83,230.5161133,255.4528809,179.340332,105.828064,188.3946533,198.1392822,212.0933838,158,86.65753174,130,228.0255127,195.6048584,531.8637695,480.2653809,428.6462402,312.1650391,152.7399902,97,136,78.07049561,124.9779663,96
564.733983090049/511.033640147314,1850.59082,670.3208008,757.3867188,412.5776367,1295.386719,645.534668,1540.447266,580.4418945,795.4560547,410,1246,651.3950195,1512.129883,655.3867188,574.5429688,510,2143.748047,590.2602539,1051.129883,428,730.3686523,622.5288086,440.1845703,488.1315918,740,373.9099121,856.2026367,511.244873,590.8603516,376.5500488,415,259.3439941,1036.702148,383.3203125,1101.162109,435.4396973,624.6289063,452.7858887,1771.499023,417.3977051,1213.916016,826.3193359,603.6787109,441.2971191,452.1555176,528.7700195
642.712108946683/728.072561464881,348.0612793,190.7054443,251,143,182,150,297.6296387,206.612915,170.956543,196.4710693,273.3085938,136.8688965,208.4102783,134.8540039,167.5826416,134.2727051,336.5993652,228.7333984,193.1766357,172.5786133,140.1265869,162,176,172.6184082,217.6132813,223.3217773,247,174,140,135.9304199,189.753418,120,260,143.3320313,256.6474609,226.8829346,209,210.5820313,427.2963867,180.1501465,245.956543,314.5390625,166,158.9855957,159.9708252,213.6290283
31.071877195124/844.324888281703,441.1130371,355.1376953,370.1376953,358.0605469,214,150,603.2172852,322.536377,660,412.534668,687.6845703,403.4772949,974.7382813,522.0805664,499.435791,611.5908203,810.8125,395.4299316,640.5849609,422.3535156,596.1586914,425.5839844,644.0131836,484.2436523,510.6811523,463.223877,485.7302246,489.036377,396.0151367,393.8930664,440.4904785,444.1027832,540.0498047,478.0319824,659.9003906,451.6037598,436.2526855,563.4370117,1004.337891,359.972168,795.4873047,443.2670898,527.0639648,556.7905273,515.1337891,510.8100586
827.443996496368/700.294658447964,2362.550781,1499.208008,962.9941406,866.3334961,969.4360352,572.5922852,4263.59375,2781.943359,1025.329102,797.4238281,779.6318359,717.590332,1062.369141,670.8344727,1618.474609,1124.319336,2186.533203,1748.887695,1646.797852,1029.057617,871.4755859,854,1188.59668,1283.974609,996.2788086,743.5454102,1091,773.3920898,604.1616211,431.3007813,1032.242188,828.7270508,1147.092773,812.4238281,1596.94043,965.3276367,1093.362305,827.8168945,2725.181641,1319.719727,1455.887695,1327.77832,1198.722656,955.1088867,733.7441406,705.9506836
511.404103597005/662.115662325028,67.02740479,64,51,45,102,55.19650269,61,61,118,202,123,82.81164551,236,122,204.371582,200.9075928,636.9433594,403.9777832,308.1179199,260,239.8427734,265.901123,230,390,770.9643555,621.6894531,580.0922852,469.7692871,438.2497559,413.7749023,653.7695313,713.371582,955.0419922,981.0195313,996.6147461,863.7856445,1065.080078,902.7348633,2264.025391,1516.889648,482.9787598,474.5559082,294,420.5996094,394.3234863,312.7280273
31.2321931604753/1640.6278572137,533.2089844,227.6367188,540.9106445,647.4536133,162.6202393,120.7401733,909.4775391,588,717.6298828,417.529541,915.0712891,575.0405273,1146.385742,675.894043,627.6860352,446.1306152,1438.875977,532.4521484,783.5356445,435.888916,760.762207,417.8129883,493.0253906,574.7792969,648,572.8457031,399.4768066,412.9797363,415,353,706.7026367,476.4399414,1020.215332,679.015625,911.1806641,518.5444336,582.4047852,489.0305176,1729.753906,504.4248047,1369.717773,845.5893555,671.4018555,604.4462891,563.1523438,381.6650391
